chrom	start	end	size	sample	PercALesion	TotalCovLesion	NumSNPLesion	PercANotLesion	TotalCovNotLesion	NumSNPNotLesion
chr01	24250000	26000000	1750000	180_SRR6123032_SRR6123031_1180	0.4352991090369113	2357	1961	0.292	345062	276027
chr01	43000000	43750000	750000	180_SRR6123032_SRR6123031_1180	0.45	180	146	0.292	345062	276027
chr01	52750000	53500000	750000	180_SRR6123032_SRR6123031_1180	0.36	25	17	0.292	345062	276027
chr01	54000000	56000000	2000000	180_SRR6123032_SRR6123031_1180	0.18181818181818182	22	17	0.292	345062	276027
chr01	67000000	68250000	1250000	180_SRR6123032_SRR6123031_1180	0.37872340425531914	235	187	0.292	345062	276027
chr04	13000000	14000000	1000000	180_SRR6123032_SRR6123031_1180	0.20905923344947736	861	684	0.292	345062	276027
chr08	49000000	49750000	750000	180_SRR6123032_SRR6123031_1180	0.2896551724137931	435	341	0.292	345062	276027
chr09	32750000	33500000	750000	180_SRR6123032_SRR6123031_1180	0.25	4	4	0.292	345062	276027
chr09	40000000	41000000	1000000	180_SRR6123032_SRR6123031_1180	0.0	3	3	0.292	345062	276027
chr09	40250000	41000000	750000	180_SRR6123032_SRR6123031_1180	NA	0	0	0.292	345062	276027
chr01	1000000	5750000	4750000	181_SRR6123032_SRR6123031_1181	0.34053156146179403	2408	1960	0.29	347178	277164
chr01	6000000	9250000	3250000	181_SRR6123032_SRR6123031_1181	0.35891748003549245	2254	1839	0.29	347178	277164
chr01	20250000	21000000	750000	181_SRR6123032_SRR6123031_1181	0.25	56	39	0.29	347178	277164
chr01	23250000	24250000	1000000	181_SRR6123032_SRR6123031_1181	0.5	8	6	0.29	347178	277164
chr01	24250000	26000000	1750000	181_SRR6123032_SRR6123031_1181	0.4305612453912331	2441	1985	0.29	347178	277164
chr01	43000000	43750000	750000	181_SRR6123032_SRR6123031_1181	0.4084507042253521	142	128	0.29	347178	277164
chr01	52750000	53500000	750000	181_SRR6123032_SRR6123031_1181	0.28125	32	29	0.29	347178	277164
chr01	54000000	56000000	2000000	181_SRR6123032_SRR6123031_1181	0.20833333333333334	24	21	0.29	347178	277164
chr01	67000000	68250000	1250000	181_SRR6123032_SRR6123031_1181	0.37089201877934275	213	175	0.29	347178	277164
chr04	13000000	14000000	1000000	181_SRR6123032_SRR6123031_1181	0.16624040920716113	782	639	0.29	347178	277164
chr08	49000000	49750000	750000	181_SRR6123032_SRR6123031_1181	0.40487804878048783	410	333	0.29	347178	277164
chr09	32750000	33500000	750000	181_SRR6123032_SRR6123031_1181	0.0	1	1	0.29	347178	277164
chr09	40000000	41000000	1000000	181_SRR6123032_SRR6123031_1181	0.3333333333333333	3	2	0.29	347178	277164
chr09	40250000	41000000	750000	181_SRR6123032_SRR6123031_1181	NA	0	0	0.29	347178	277164
chr01	1000000	5750000	4750000	182_SRR6123032_SRR6123031_1182	0.38089005235602097	2292	1867	0.293	346524	276945
chr01	6000000	9250000	3250000	182_SRR6123032_SRR6123031_1182	0.3639344262295082	2440	1958	0.293	346524	276945
chr01	20250000	21000000	750000	182_SRR6123032_SRR6123031_1182	0.21428571428571427	56	48	0.293	346524	276945
chr01	23250000	24250000	1000000	182_SRR6123032_SRR6123031_1182	0.5925925925925926	27	20	0.293	346524	276945
chr01	24250000	26000000	1750000	182_SRR6123032_SRR6123031_1182	0.42234447735928904	2363	1891	0.293	346524	276945
chr01	43000000	43750000	750000	182_SRR6123032_SRR6123031_1182	0.33116883116883117	154	126	0.293	346524	276945
chr01	52750000	53500000	750000	182_SRR6123032_SRR6123031_1182	0.1111111111111111	36	23	0.293	346524	276945
chr01	54000000	56000000	2000000	182_SRR6123032_SRR6123031_1182	0.28125	32	20	0.293	346524	276945
chr01	67000000	68250000	1250000	182_SRR6123032_SRR6123031_1182	0.44813278008298757	241	190	0.293	346524	276945
chr04	13000000	14000000	1000000	182_SRR6123032_SRR6123031_1182	0.1888268156424581	895	700	0.293	346524	276945
chr08	49000000	49750000	750000	182_SRR6123032_SRR6123031_1182	0.37530266343825663	413	328	0.293	346524	276945
chr09	32750000	33500000	750000	182_SRR6123032_SRR6123031_1182	0.16666666666666666	6	4	0.293	346524	276945
chr09	40000000	41000000	1000000	182_SRR6123032_SRR6123031_1182	0.3333333333333333	3	3	0.293	346524	276945
chr09	40250000	41000000	750000	182_SRR6123032_SRR6123031_1182	NA	0	0	0.293	346524	276945
chr01	1000000	5750000	4750000	183_SRR6123032_SRR6123031_1183	0.3502604166666667	2304	1893	0.293	346308	276700
chr01	6000000	9250000	3250000	183_SRR6123032_SRR6123031_1183	0.33730974907445493	2431	1965	0.293	346308	276700
chr01	20250000	21000000	750000	183_SRR6123032_SRR6123031_1183	0.23636363636363636	55	46	0.293	346308	276700
chr01	23250000	24250000	1000000	183_SRR6123032_SRR6123031_1183	0.35	20	16	0.293	346308	276700
chr01	24250000	26000000	1750000	183_SRR6123032_SRR6123031_1183	0.39410526315789474	2375	1920	0.293	346308	276700
chr01	43000000	43750000	750000	183_SRR6123032_SRR6123031_1183	0.3412322274881517	211	161	0.293	346308	276700
chr01	52750000	53500000	750000	183_SRR6123032_SRR6123031_1183	0.08695652173913043	23	16	0.293	346308	276700
chr01	54000000	56000000	2000000	183_SRR6123032_SRR6123031_1183	0.25	32	23	0.293	346308	276700
chr01	67000000	68250000	1250000	183_SRR6123032_SRR6123031_1183	0.335	200	151	0.293	346308	276700
chr04	13000000	14000000	1000000	183_SRR6123032_SRR6123031_1183	0.20930232558139536	860	684	0.293	346308	276700
chr08	49000000	49750000	750000	183_SRR6123032_SRR6123031_1183	0.39348370927318294	399	315	0.293	346308	276700
chr09	32750000	33500000	750000	183_SRR6123032_SRR6123031_1183	0.5	2	2	0.293	346308	276700
chr09	40000000	41000000	1000000	183_SRR6123032_SRR6123031_1183	0.2	5	5	0.293	346308	276700
chr09	40250000	41000000	750000	183_SRR6123032_SRR6123031_1183	NA	0	0	0.293	346308	276700
chr01	1000000	5750000	4750000	184_SRR6123032_SRR6123031_1184	0.36432477913336136	2377	1941	0.293	347559	277867
chr01	6000000	9250000	3250000	184_SRR6123032_SRR6123031_1184	0.359466221851543	2398	1929	0.293	347559	277867
chr01	20250000	21000000	750000	184_SRR6123032_SRR6123031_1184	0.3333333333333333	45	36	0.293	347559	277867
chr01	23250000	24250000	1000000	184_SRR6123032_SRR6123031_1184	0.4090909090909091	22	16	0.293	347559	277867
chr01	24250000	26000000	1750000	184_SRR6123032_SRR6123031_1184	0.3827213822894168	2315	1915	0.293	347559	277867
chr01	43000000	43750000	750000	184_SRR6123032_SRR6123031_1184	0.3805970149253731	134	112	0.293	347559	277867
chr01	52750000	53500000	750000	184_SRR6123032_SRR6123031_1184	0.30434782608695654	23	20	0.293	347559	277867
chr01	54000000	56000000	2000000	184_SRR6123032_SRR6123031_1184	0.4	35	21	0.293	347559	277867
chr01	67000000	68250000	1250000	184_SRR6123032_SRR6123031_1184	0.3917525773195876	194	159	0.293	347559	277867
chr04	13000000	14000000	1000000	184_SRR6123032_SRR6123031_1184	0.19308700834326578	839	670	0.293	347559	277867
chr08	49000000	49750000	750000	184_SRR6123032_SRR6123031_1184	0.37708830548926014	419	331	0.293	347559	277867
chr09	32750000	33500000	750000	184_SRR6123032_SRR6123031_1184	0.6666666666666666	3	3	0.293	347559	277867
chr09	40000000	41000000	1000000	184_SRR6123032_SRR6123031_1184	0.0	1	1	0.293	347559	277867
chr09	40250000	41000000	750000	184_SRR6123032_SRR6123031_1184	NA	0	0	0.293	347559	277867
chr01	1000000	5750000	4750000	185_SRR6123032_SRR6123031_1185	0.3206734534064213	2554	1991	0.294	346376	276766
chr01	6000000	9250000	3250000	185_SRR6123032_SRR6123031_1185	0.3375050464271296	2477	1956	0.294	346376	276766
chr01	20250000	21000000	750000	185_SRR6123032_SRR6123031_1185	0.24	50	42	0.294	346376	276766
chr01	23250000	24250000	1000000	185_SRR6123032_SRR6123031_1185	0.26666666666666666	15	13	0.294	346376	276766
chr01	24250000	26000000	1750000	185_SRR6123032_SRR6123031_1185	0.438226431338786	2323	1924	0.294	346376	276766
chr01	43000000	43750000	750000	185_SRR6123032_SRR6123031_1185	0.3333333333333333	171	141	0.294	346376	276766
chr01	52750000	53500000	750000	185_SRR6123032_SRR6123031_1185	0.28846153846153844	52	38	0.294	346376	276766
chr01	54000000	56000000	2000000	185_SRR6123032_SRR6123031_1185	0.21052631578947367	19	16	0.294	346376	276766
chr01	67000000	68250000	1250000	185_SRR6123032_SRR6123031_1185	0.4472573839662447	237	174	0.294	346376	276766
chr04	13000000	14000000	1000000	185_SRR6123032_SRR6123031_1185	0.1912751677852349	894	704	0.294	346376	276766
chr08	49000000	49750000	750000	185_SRR6123032_SRR6123031_1185	0.43232323232323233	495	376	0.294	346376	276766
chr09	32750000	33500000	750000	185_SRR6123032_SRR6123031_1185	0.0	5	3	0.294	346376	276766
chr09	40000000	41000000	1000000	185_SRR6123032_SRR6123031_1185	0.0	4	3	0.294	346376	276766
chr09	40250000	41000000	750000	185_SRR6123032_SRR6123031_1185	NA	0	0	0.294	346376	276766
chr01	1000000	5750000	4750000	186_SRR6123032_SRR6123031_1186	0.34554537885095754	2402	1917	0.294	346161	276924
chr01	6000000	9250000	3250000	186_SRR6123032_SRR6123031_1186	0.3571151609150834	2579	2034	0.294	346161	276924
chr01	20250000	21000000	750000	186_SRR6123032_SRR6123031_1186	0.23809523809523808	42	40	0.294	346161	276924
chr01	23250000	24250000	1000000	186_SRR6123032_SRR6123031_1186	0.391304347826087	23	14	0.294	346161	276924
chr01	24250000	26000000	1750000	186_SRR6123032_SRR6123031_1186	0.4360086767895879	2305	1867	0.294	346161	276924
chr01	43000000	43750000	750000	186_SRR6123032_SRR6123031_1186	0.30434782608695654	207	157	0.294	346161	276924
chr01	52750000	53500000	750000	186_SRR6123032_SRR6123031_1186	0.23809523809523808	21	15	0.294	346161	276924
chr01	54000000	56000000	2000000	186_SRR6123032_SRR6123031_1186	0.2	15	14	0.294	346161	276924
chr01	67000000	68250000	1250000	186_SRR6123032_SRR6123031_1186	0.47692307692307695	195	158	0.294	346161	276924
chr04	13000000	14000000	1000000	186_SRR6123032_SRR6123031_1186	0.20625724217844726	863	686	0.294	346161	276924
chr08	49000000	49750000	750000	186_SRR6123032_SRR6123031_1186	0.3526448362720403	397	320	0.294	346161	276924
chr09	32750000	33500000	750000	186_SRR6123032_SRR6123031_1186	0.3333333333333333	6	3	0.294	346161	276924
chr09	40000000	41000000	1000000	186_SRR6123032_SRR6123031_1186	0.75	4	3	0.294	346161	276924
chr09	40250000	41000000	750000	186_SRR6123032_SRR6123031_1186	NA	0	0	0.294	346161	276924
chr01	1000000	5750000	4750000	187_SRR6123032_SRR6123031_1187	0.3457202505219207	2395	1923	0.292	347419	277479
chr01	6000000	9250000	3250000	187_SRR6123032_SRR6123031_1187	0.375	2520	1997	0.292	347419	277479
chr01	20250000	21000000	750000	187_SRR6123032_SRR6123031_1187	0.32653061224489793	49	43	0.292	347419	277479
chr01	23250000	24250000	1000000	187_SRR6123032_SRR6123031_1187	0.2857142857142857	14	9	0.292	347419	277479
chr01	24250000	26000000	1750000	187_SRR6123032_SRR6123031_1187	0.40359333917616125	2282	1825	0.292	347419	277479
chr01	43000000	43750000	750000	187_SRR6123032_SRR6123031_1187	0.4161849710982659	173	144	0.292	347419	277479
chr01	52750000	53500000	750000	187_SRR6123032_SRR6123031_1187	0.17857142857142858	28	22	0.292	347419	277479
chr01	54000000	56000000	2000000	187_SRR6123032_SRR6123031_1187	0.29411764705882354	17	13	0.292	347419	277479
chr01	67000000	68250000	1250000	187_SRR6123032_SRR6123031_1187	0.39901477832512317	203	170	0.292	347419	277479
chr04	13000000	14000000	1000000	187_SRR6123032_SRR6123031_1187	0.20202020202020202	792	650	0.292	347419	277479
chr08	49000000	49750000	750000	187_SRR6123032_SRR6123031_1187	0.3858695652173913	368	298	0.292	347419	277479
chr09	32750000	33500000	750000	187_SRR6123032_SRR6123031_1187	0.3333333333333333	3	3	0.292	347419	277479
chr09	40000000	41000000	1000000	187_SRR6123032_SRR6123031_1187	0.3333333333333333	3	3	0.292	347419	277479
chr09	40250000	41000000	750000	187_SRR6123032_SRR6123031_1187	NA	0	0	0.292	347419	277479
chr01	1000000	5750000	4750000	188_SRR6123032_SRR6123031_1188	0.3497739416358405	2433	1947	0.292	346975	277241
chr01	6000000	9250000	3250000	188_SRR6123032_SRR6123031_1188	0.34705882352941175	2550	2024	0.292	346975	277241
chr01	20250000	21000000	750000	188_SRR6123032_SRR6123031_1188	0.07142857142857142	42	39	0.292	346975	277241
chr01	23250000	24250000	1000000	188_SRR6123032_SRR6123031_1188	0.2857142857142857	14	11	0.292	346975	277241
chr01	24250000	26000000	1750000	188_SRR6123032_SRR6123031_1188	0.40824915824915825	2376	1965	0.292	346975	277241
chr01	43000000	43750000	750000	188_SRR6123032_SRR6123031_1188	0.30246913580246915	162	136	0.292	346975	277241
chr01	52750000	53500000	750000	188_SRR6123032_SRR6123031_1188	0.14285714285714285	21	18	0.292	346975	277241
chr01	54000000	56000000	2000000	188_SRR6123032_SRR6123031_1188	0.42105263157894735	19	18	0.292	346975	277241
chr01	67000000	68250000	1250000	188_SRR6123032_SRR6123031_1188	0.4604651162790698	215	175	0.292	346975	277241
chr04	13000000	14000000	1000000	188_SRR6123032_SRR6123031_1188	0.22	850	696	0.292	346975	277241
chr08	49000000	49750000	750000	188_SRR6123032_SRR6123031_1188	0.38461538461538464	416	334	0.292	346975	277241
chr09	32750000	33500000	750000	188_SRR6123032_SRR6123031_1188	0.3333333333333333	6	5	0.292	346975	277241
chr09	40000000	41000000	1000000	188_SRR6123032_SRR6123031_1188	0.25	4	4	0.292	346975	277241
chr09	40250000	41000000	750000	188_SRR6123032_SRR6123031_1188	NA	0	0	0.292	346975	277241
chr01	1000000	5750000	4750000	189_SRR6123032_SRR6123031_1189	0.3522167487684729	2436	1920	0.295	346085	276666
chr01	6000000	9250000	3250000	189_SRR6123032_SRR6123031_1189	0.36160714285714285	2464	1982	0.295	346085	276666
chr01	20250000	21000000	750000	189_SRR6123032_SRR6123031_1189	0.18867924528301888	53	48	0.295	346085	276666
chr01	23250000	24250000	1000000	189_SRR6123032_SRR6123031_1189	0.21052631578947367	19	13	0.295	346085	276666
chr01	24250000	26000000	1750000	189_SRR6123032_SRR6123031_1189	0.38933691756272404	2232	1885	0.295	346085	276666
chr01	43000000	43750000	750000	189_SRR6123032_SRR6123031_1189	0.31654676258992803	139	120	0.295	346085	276666
chr01	52750000	53500000	750000	189_SRR6123032_SRR6123031_1189	0.5	40	30	0.295	346085	276666
chr01	54000000	56000000	2000000	189_SRR6123032_SRR6123031_1189	0.2	15	14	0.295	346085	276666
chr01	67000000	68250000	1250000	189_SRR6123032_SRR6123031_1189	0.32038834951456313	206	168	0.295	346085	276666
chr04	13000000	14000000	1000000	189_SRR6123032_SRR6123031_1189	0.20618556701030927	873	672	0.295	346085	276666
chr08	49000000	49750000	750000	189_SRR6123032_SRR6123031_1189	0.44907407407407407	432	344	0.295	346085	276666
chr09	32750000	33500000	750000	189_SRR6123032_SRR6123031_1189	0.2857142857142857	7	6	0.295	346085	276666
chr09	40000000	41000000	1000000	189_SRR6123032_SRR6123031_1189	0.6	5	5	0.295	346085	276666
chr09	40250000	41000000	750000	189_SRR6123032_SRR6123031_1189	NA	0	0	0.295	346085	276666
chr01	1000000	5750000	4750000	190_SRR6123032_SRR6123031_1190	0.3509991311902693	2302	1875	0.291	347690	277839
chr01	6000000	9250000	3250000	190_SRR6123032_SRR6123031_1190	0.3471440064360418	2486	1959	0.291	347690	277839
chr01	20250000	21000000	750000	190_SRR6123032_SRR6123031_1190	0.1509433962264151	53	40	0.291	347690	277839
chr01	23250000	24250000	1000000	190_SRR6123032_SRR6123031_1190	0.45454545454545453	22	17	0.291	347690	277839
chr01	24250000	26000000	1750000	190_SRR6123032_SRR6123031_1190	0.39591155611180645	2397	1924	0.291	347690	277839
chr01	43000000	43750000	750000	190_SRR6123032_SRR6123031_1190	0.33793103448275863	145	120	0.291	347690	277839
chr01	52750000	53500000	750000	190_SRR6123032_SRR6123031_1190	0.37142857142857144	35	27	0.291	347690	277839
chr01	54000000	56000000	2000000	190_SRR6123032_SRR6123031_1190	0.22727272727272727	22	19	0.291	347690	277839
chr01	67000000	68250000	1250000	190_SRR6123032_SRR6123031_1190	0.3588516746411483	209	173	0.291	347690	277839
chr04	13000000	14000000	1000000	190_SRR6123032_SRR6123031_1190	0.17406143344709898	879	699	0.291	347690	277839
chr08	49000000	49750000	750000	190_SRR6123032_SRR6123031_1190	0.3544857768052516	457	372	0.291	347690	277839
chr09	32750000	33500000	750000	190_SRR6123032_SRR6123031_1190	0.5	6	3	0.291	347690	277839
chr09	40000000	41000000	1000000	190_SRR6123032_SRR6123031_1190	0.5	4	4	0.291	347690	277839
chr09	40250000	41000000	750000	190_SRR6123032_SRR6123031_1190	NA	0	0	0.291	347690	277839
chr01	1000000	5750000	4750000	191_SRR6123032_SRR6123031_1191	0.3334773218142549	2315	1875	0.294	348995	278308
chr01	6000000	9250000	3250000	191_SRR6123032_SRR6123031_1191	0.38316582914572866	2388	1871	0.294	348995	278308
chr01	20250000	21000000	750000	191_SRR6123032_SRR6123031_1191	0.26666666666666666	45	37	0.294	348995	278308
chr01	23250000	24250000	1000000	191_SRR6123032_SRR6123031_1191	0.1111111111111111	9	8	0.294	348995	278308
chr01	24250000	26000000	1750000	191_SRR6123032_SRR6123031_1191	0.39527765631832096	2287	1910	0.294	348995	278308
chr01	43000000	43750000	750000	191_SRR6123032_SRR6123031_1191	0.3691275167785235	149	124	0.294	348995	278308
chr01	52750000	53500000	750000	191_SRR6123032_SRR6123031_1191	0.5675675675675675	37	29	0.294	348995	278308
chr01	54000000	56000000	2000000	191_SRR6123032_SRR6123031_1191	0.35294117647058826	17	16	0.294	348995	278308
chr01	67000000	68250000	1250000	191_SRR6123032_SRR6123031_1191	0.4517543859649123	228	176	0.294	348995	278308
chr04	13000000	14000000	1000000	191_SRR6123032_SRR6123031_1191	0.16295427901524032	853	689	0.294	348995	278308
chr08	49000000	49750000	750000	191_SRR6123032_SRR6123031_1191	0.33874709976798145	431	345	0.294	348995	278308
chr09	32750000	33500000	750000	191_SRR6123032_SRR6123031_1191	0.3333333333333333	3	2	0.294	348995	278308
chr09	40000000	41000000	1000000	191_SRR6123032_SRR6123031_1191	0.7142857142857143	7	5	0.294	348995	278308
chr09	40250000	41000000	750000	191_SRR6123032_SRR6123031_1191	NA	0	0	0.294	348995	278308
chr01	1000000	5750000	4750000	192_SRR6123032_SRR6123031_1192	0.3345724907063197	2421	1964	0.292	346835	277183
chr01	6000000	9250000	3250000	192_SRR6123032_SRR6123031_1192	0.3453960595094491	2487	2001	0.292	346835	277183
chr01	20250000	21000000	750000	192_SRR6123032_SRR6123031_1192	0.12962962962962962	54	46	0.292	346835	277183
chr01	23250000	24250000	1000000	192_SRR6123032_SRR6123031_1192	0.15384615384615385	26	18	0.292	346835	277183
chr01	24250000	26000000	1750000	192_SRR6123032_SRR6123031_1192	0.39608913142337426	2199	1808	0.292	346835	277183
chr01	43000000	43750000	750000	192_SRR6123032_SRR6123031_1192	0.34831460674157305	178	137	0.292	346835	277183
chr01	52750000	53500000	750000	192_SRR6123032_SRR6123031_1192	0.19230769230769232	52	35	0.292	346835	277183
chr01	54000000	56000000	2000000	192_SRR6123032_SRR6123031_1192	0.47619047619047616	21	14	0.292	346835	277183
chr01	67000000	68250000	1250000	192_SRR6123032_SRR6123031_1192	0.40239043824701193	251	197	0.292	346835	277183
chr04	13000000	14000000	1000000	192_SRR6123032_SRR6123031_1192	0.17701453104359313	757	603	0.292	346835	277183
chr08	49000000	49750000	750000	192_SRR6123032_SRR6123031_1192	0.35194174757281554	412	337	0.292	346835	277183
chr09	32750000	33500000	750000	192_SRR6123032_SRR6123031_1192	0.3333333333333333	3	3	0.292	346835	277183
chr09	40000000	41000000	1000000	192_SRR6123032_SRR6123031_1192	0.0	2	2	0.292	346835	277183
chr09	40250000	41000000	750000	192_SRR6123032_SRR6123031_1192	NA	0	0	0.292	346835	277183
chr01	1000000	5750000	4750000	193_SRR6123032_SRR6123031_1193	0.34264060630235343	2507	2000	0.291	346988	277323
chr01	6000000	9250000	3250000	193_SRR6123032_SRR6123031_1193	0.34584897788902796	2397	1951	0.291	346988	277323
chr01	20250000	21000000	750000	193_SRR6123032_SRR6123031_1193	0.19402985074626866	67	53	0.291	346988	277323
chr01	23250000	24250000	1000000	193_SRR6123032_SRR6123031_1193	0.35	20	14	0.291	346988	277323
chr01	24250000	26000000	1750000	193_SRR6123032_SRR6123031_1193	0.3828886065226599	2361	1942	0.291	346988	277323
chr01	43000000	43750000	750000	193_SRR6123032_SRR6123031_1193	0.37012987012987014	154	130	0.291	346988	277323
chr01	52750000	53500000	750000	193_SRR6123032_SRR6123031_1193	0.15	40	26	0.291	346988	277323
chr01	54000000	56000000	2000000	193_SRR6123032_SRR6123031_1193	0.28	25	19	0.291	346988	277323
chr01	67000000	68250000	1250000	193_SRR6123032_SRR6123031_1193	0.49099099099099097	222	187	0.291	346988	277323
chr04	13000000	14000000	1000000	193_SRR6123032_SRR6123031_1193	0.19696969696969696	858	678	0.291	346988	277323
chr08	49000000	49750000	750000	193_SRR6123032_SRR6123031_1193	0.40153452685422	391	314	0.291	346988	277323
chr09	32750000	33500000	750000	193_SRR6123032_SRR6123031_1193	0.3333333333333333	6	5	0.291	346988	277323
chr09	40000000	41000000	1000000	193_SRR6123032_SRR6123031_1193	0.25	4	3	0.291	346988	277323
chr09	40250000	41000000	750000	193_SRR6123032_SRR6123031_1193	NA	0	0	0.291	346988	277323
chr01	1000000	5750000	4750000	194_SRR6123032_SRR6123031_1194	0.3560830860534125	2359	1891	0.293	347064	277598
chr01	6000000	9250000	3250000	194_SRR6123032_SRR6123031_1194	0.3447192775814684	2547	2045	0.293	347064	277598
chr01	20250000	21000000	750000	194_SRR6123032_SRR6123031_1194	0.22033898305084745	59	51	0.293	347064	277598
chr01	23250000	24250000	1000000	194_SRR6123032_SRR6123031_1194	0.36363636363636365	11	10	0.293	347064	277598
chr01	24250000	26000000	1750000	194_SRR6123032_SRR6123031_1194	0.42260649514972587	2371	1918	0.293	347064	277598
chr01	43000000	43750000	750000	194_SRR6123032_SRR6123031_1194	0.34893617021276596	235	162	0.293	347064	277598
chr01	52750000	53500000	750000	194_SRR6123032_SRR6123031_1194	0.43478260869565216	46	34	0.293	347064	277598
chr01	54000000	56000000	2000000	194_SRR6123032_SRR6123031_1194	0.15789473684210525	19	15	0.293	347064	277598
chr01	67000000	68250000	1250000	194_SRR6123032_SRR6123031_1194	0.3770491803278688	244	191	0.293	347064	277598
chr04	13000000	14000000	1000000	194_SRR6123032_SRR6123031_1194	0.17792792792792791	888	708	0.293	347064	277598
chr08	49000000	49750000	750000	194_SRR6123032_SRR6123031_1194	0.32142857142857145	392	307	0.293	347064	277598
chr09	32750000	33500000	750000	194_SRR6123032_SRR6123031_1194	0.75	4	2	0.293	347064	277598
chr09	40000000	41000000	1000000	194_SRR6123032_SRR6123031_1194	0.3333333333333333	6	4	0.293	347064	277598
chr09	40250000	41000000	750000	194_SRR6123032_SRR6123031_1194	NA	0	0	0.293	347064	277598
chr01	1000000	5750000	4750000	195_SRR6123032_SRR6123031_1195	0.3475658419792498	2506	2006	0.292	347422	277590
chr01	6000000	9250000	3250000	195_SRR6123032_SRR6123031_1195	0.35058633238980996	2473	1965	0.292	347422	277590
chr01	20250000	21000000	750000	195_SRR6123032_SRR6123031_1195	0.15517241379310345	58	49	0.292	347422	277590
chr01	23250000	24250000	1000000	195_SRR6123032_SRR6123031_1195	0.2727272727272727	11	11	0.292	347422	277590
chr01	24250000	26000000	1750000	195_SRR6123032_SRR6123031_1195	0.4478203434610304	2271	1862	0.292	347422	277590
chr01	43000000	43750000	750000	195_SRR6123032_SRR6123031_1195	0.33163265306122447	196	164	0.292	347422	277590
chr01	52750000	53500000	750000	195_SRR6123032_SRR6123031_1195	0.34782608695652173	23	19	0.292	347422	277590
chr01	54000000	56000000	2000000	195_SRR6123032_SRR6123031_1195	0.4	15	14	0.292	347422	277590
chr01	67000000	68250000	1250000	195_SRR6123032_SRR6123031_1195	0.38461538461538464	208	170	0.292	347422	277590
chr04	13000000	14000000	1000000	195_SRR6123032_SRR6123031_1195	0.17417783191230207	821	664	0.292	347422	277590
chr08	49000000	49750000	750000	195_SRR6123032_SRR6123031_1195	0.36961451247165533	441	347	0.292	347422	277590
chr09	32750000	33500000	750000	195_SRR6123032_SRR6123031_1195	0.0	3	2	0.292	347422	277590
chr09	40000000	41000000	1000000	195_SRR6123032_SRR6123031_1195	0.5	4	3	0.292	347422	277590
chr09	40250000	41000000	750000	195_SRR6123032_SRR6123031_1195	NA	0	0	0.292	347422	277590
chr01	1000000	5750000	4750000	196_SRR6123032_SRR6123031_1196	0.35696920583468394	2468	1995	0.292	345575	276351
chr01	6000000	9250000	3250000	196_SRR6123032_SRR6123031_1196	0.33866995073891626	2436	1910	0.292	345575	276351
chr01	20250000	21000000	750000	196_SRR6123032_SRR6123031_1196	0.14634146341463414	41	38	0.292	345575	276351
chr01	23250000	24250000	1000000	196_SRR6123032_SRR6123031_1196	0.25	12	9	0.292	345575	276351
chr01	24250000	26000000	1750000	196_SRR6123032_SRR6123031_1196	0.40099626400996263	2409	1911	0.292	345575	276351
chr01	43000000	43750000	750000	196_SRR6123032_SRR6123031_1196	0.3473684210526316	190	153	0.292	345575	276351
chr01	52750000	53500000	750000	196_SRR6123032_SRR6123031_1196	0.17073170731707318	41	33	0.292	345575	276351
chr01	54000000	56000000	2000000	196_SRR6123032_SRR6123031_1196	0.1	20	15	0.292	345575	276351
chr01	67000000	68250000	1250000	196_SRR6123032_SRR6123031_1196	0.4418604651162791	215	183	0.292	345575	276351
chr04	13000000	14000000	1000000	196_SRR6123032_SRR6123031_1196	0.1769316909294513	893	708	0.292	345575	276351
chr08	49000000	49750000	750000	196_SRR6123032_SRR6123031_1196	0.4132029339853301	409	330	0.292	345575	276351
chr09	32750000	33500000	750000	196_SRR6123032_SRR6123031_1196	0.3333333333333333	3	2	0.292	345575	276351
chr09	40000000	41000000	1000000	196_SRR6123032_SRR6123031_1196	0.8333333333333334	6	3	0.292	345575	276351
chr09	40250000	41000000	750000	196_SRR6123032_SRR6123031_1196	NA	0	0	0.292	345575	276351
chr01	1000000	5750000	4750000	197_SRR6123032_SRR6123031_1197	0.323460639127046	2566	1998	0.292	347279	277660
chr01	6000000	9250000	3250000	197_SRR6123032_SRR6123031_1197	0.3623073883840379	2531	2001	0.292	347279	277660
chr01	20250000	21000000	750000	197_SRR6123032_SRR6123031_1197	0.16326530612244897	49	45	0.292	347279	277660
chr01	23250000	24250000	1000000	197_SRR6123032_SRR6123031_1197	0.5263157894736842	19	15	0.292	347279	277660
chr01	24250000	26000000	1750000	197_SRR6123032_SRR6123031_1197	0.4068522483940043	2335	1924	0.292	347279	277660
chr01	43000000	43750000	750000	197_SRR6123032_SRR6123031_1197	0.3723404255319149	188	155	0.292	347279	277660
chr01	52750000	53500000	750000	197_SRR6123032_SRR6123031_1197	0.41935483870967744	31	27	0.292	347279	277660
chr01	54000000	56000000	2000000	197_SRR6123032_SRR6123031_1197	0.3333333333333333	24	19	0.292	347279	277660
chr01	67000000	68250000	1250000	197_SRR6123032_SRR6123031_1197	0.3920704845814978	227	186	0.292	347279	277660
chr04	13000000	14000000	1000000	197_SRR6123032_SRR6123031_1197	0.18237454100367198	817	657	0.292	347279	277660
chr08	49000000	49750000	750000	197_SRR6123032_SRR6123031_1197	0.4035532994923858	394	316	0.292	347279	277660
